0,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.97
1,0.99,0.99,0.99,0.984,0.984,0.98,0.973,0.968
2,1.035,1.032,1.022,1.015,1.002,0.985,0.972,0.955
3,1.12,1.11,1.085,1.065,1.03,1,0.971,0.93
4,1.23,1.215,1.175,1.13,1.08,1.015,0.97,0.9
