340,0.2
380,0.119
420,0.039
460,-0.001
500,-0.023
540,-0.035
580,-0.043
620,-0.049
660,-0.053
700,-0.055
740,-0.058
780,-0.059
820,-0.061
860,-0.063
900,-0.064
940,-0.066
980,-0.067
1020,-0.068
1060,-0.07
1100,-0.071
1140,-0.072
1220,-0.075
1260,-0.077
1300,-0.078
1340,-0.08
1380,-0.081
